id,account_code,account_name,account_type
635,ACCT0635,Compte numéro 635,Charge
636,ACCT0636,Compte numéro 636,Produit
637,ACCT0637,Compte numéro 637,Produit
638,ACCT0638,Compte numéro 638,Actif
639,ACCT0639,Compte numéro 639,Charge
640,ACCT0640,Compte numéro 640,Actif
641,ACCT0641,Compte numéro 641,Passif
642,ACCT0642,Compte numéro 642,Charge
643,ACCT0643,Compte numéro 643,Charge
644,ACCT0644,Compte numéro 644,Actif
645,ACCT0645,Compte numéro 645,Produit
646,ACCT0646,Compte numéro 646,Produit
647,ACCT0647,Compte numéro 647,Actif
648,ACCT0648,Compte numéro 648,Passif
649,ACCT0649,Compte numéro 649,Actif
650,ACCT0650,Compte numéro 650,Charge
651,ACCT0651,Compte numéro 651,Charge
652,ACCT0652,Compte numéro 652,Charge
653,ACCT0653,Compte numéro 653,Passif
654,ACCT0654,Compte numéro 654,Actif
655,ACCT0655,Compte numéro 655,Passif
656,ACCT0656,Compte numéro 656,Produit
657,ACCT0657,Compte numéro 657,Actif
658,ACCT0658,Compte numéro 658,Produit
659,ACCT0659,Compte numéro 659,Actif
660,ACCT0660,Compte numéro 660,Produit
661,ACCT0661,Compte numéro 661,Charge
662,ACCT0662,Compte numéro 662,Produit
663,ACCT0663,Compte numéro 663,Produit
664,ACCT0664,Compte numéro 664,Charge
665,ACCT0665,Compte numéro 665,Charge
666,ACCT0666,Compte numéro 666,Charge
667,ACCT0667,Compte numéro 667,Charge
668,ACCT0668,Compte numéro 668,Passif
669,ACCT0669,Compte numéro 669,Actif
670,ACCT0670,Compte numéro 670,Passif
671,ACCT0671,Compte numéro 671,Produit
672,ACCT0672,Compte numéro 672,Produit
673,ACCT0673,Compte numéro 673,Actif
674,ACCT0674,Compte numéro 674,Actif
675,ACCT0675,Compte numéro 675,Charge
676,ACCT0676,Compte numéro 676,Produit
677,ACCT0677,Compte numéro 677,Passif
678,ACCT0678,Compte numéro 678,Charge
679,ACCT0679,Compte numéro 679,Actif
680,ACCT0680,Compte numéro 680,Actif
681,ACCT0681,Compte numéro 681,Actif
682,ACCT0682,Compte numéro 682,Produit
683,ACCT0683,Compte numéro 683,Passif
684,ACCT0684,Compte numéro 684,Actif
685,ACCT0685,Compte numéro 685,Charge
686,ACCT0686,Compte numéro 686,Charge
687,ACCT0687,Compte numéro 687,Produit
688,ACCT0688,Compte numéro 688,Actif
689,ACCT0689,Compte numéro 689,Actif
690,ACCT0690,Compte numéro 690,Charge
691,ACCT0691,Compte numéro 691,Passif
692,ACCT0692,Compte numéro 692,Passif
693,ACCT0693,Compte numéro 693,Passif
694,ACCT0694,Compte numéro 694,Actif
695,ACCT0695,Compte numéro 695,Produit
696,ACCT0696,Compte numéro 696,Passif
697,ACCT0697,Compte numéro 697,Actif
698,ACCT0698,Compte numéro 698,Produit
699,ACCT0699,Compte numéro 699,Charge
700,ACCT0700,Compte numéro 700,Actif
701,ACCT0701,Compte numéro 701,Actif
702,ACCT0702,Compte numéro 702,Passif
703,ACCT0703,Compte numéro 703,Produit
704,ACCT0704,Compte numéro 704,Passif
705,ACCT0705,Compte numéro 705,Passif
706,ACCT0706,Compte numéro 706,Charge
707,ACCT0707,Compte numéro 707,Actif
708,ACCT0708,Compte numéro 708,Actif
709,ACCT0709,Compte numéro 709,Actif
710,ACCT0710,Compte numéro 710,Passif
711,ACCT0711,Compte numéro 711,Actif
712,ACCT0712,Compte numéro 712,Passif
713,ACCT0713,Compte numéro 713,Actif
714,ACCT0714,Compte numéro 714,Produit
715,ACCT0715,Compte numéro 715,Passif
716,ACCT0716,Compte numéro 716,Passif
717,ACCT0717,Compte numéro 717,Passif
718,ACCT0718,Compte numéro 718,Charge
719,ACCT0719,Compte numéro 719,Actif
720,ACCT0720,Compte numéro 720,Actif
721,ACCT0721,Compte numéro 721,Actif
722,ACCT0722,Compte numéro 722,Produit
723,ACCT0723,Compte numéro 723,Passif
724,ACCT0724,Compte numéro 724,Produit
725,ACCT0725,Compte numéro 725,Passif
726,ACCT0726,Compte numéro 726,Passif
727,ACCT0727,Compte numéro 727,Produit
728,ACCT0728,Compte numéro 728,Charge
729,ACCT0729,Compte numéro 729,Produit
730,ACCT0730,Compte numéro 730,Passif
731,ACCT0731,Compte numéro 731,Actif
732,ACCT0732,Compte numéro 732,Produit
733,ACCT0733,Compte numéro 733,Passif
734,ACCT0734,Compte numéro 734,Charge
735,ACCT0735,Compte numéro 735,Passif
736,ACCT0736,Compte numéro 736,Passif
737,ACCT0737,Compte numéro 737,Charge
738,ACCT0738,Compte numéro 738,Actif
739,ACCT0739,Compte numéro 739,Produit
740,ACCT0740,Compte numéro 740,Actif
741,ACCT0741,Compte numéro 741,Actif
742,ACCT0742,Compte numéro 742,Charge
743,ACCT0743,Compte numéro 743,Passif
744,ACCT0744,Compte numéro 744,Produit
745,ACCT0745,Compte numéro 745,Actif
746,ACCT0746,Compte numéro 746,Produit
747,ACCT0747,Compte numéro 747,Charge
748,ACCT0748,Compte numéro 748,Actif
749,ACCT0749,Compte numéro 749,Passif
750,ACCT0750,Compte numéro 750,Charge
751,ACCT0751,Compte numéro 751,Passif
752,ACCT0752,Compte numéro 752,Passif
753,ACCT0753,Compte numéro 753,Charge
754,ACCT0754,Compte numéro 754,Passif
755,ACCT0755,Compte numéro 755,Passif
756,ACCT0756,Compte numéro 756,Produit
757,ACCT0757,Compte numéro 757,Charge
758,ACCT0758,Compte numéro 758,Charge
759,ACCT0759,Compte numéro 759,Passif
760,ACCT0760,Compte numéro 760,Passif
761,ACCT0761,Compte numéro 761,Charge
762,ACCT0762,Compte numéro 762,Actif
763,ACCT0763,Compte numéro 763,Passif
764,ACCT0764,Compte numéro 764,Charge
765,ACCT0765,Compte numéro 765,Charge
766,ACCT0766,Compte numéro 766,Passif
767,ACCT0767,Compte numéro 767,Actif
768,ACCT0768,Compte numéro 768,Produit
769,ACCT0769,Compte numéro 769,Charge
770,ACCT0770,Compte numéro 770,Passif
771,ACCT0771,Compte numéro 771,Produit
772,ACCT0772,Compte numéro 772,Charge
773,ACCT0773,Compte numéro 773,Charge
774,ACCT0774,Compte numéro 774,Actif
775,ACCT0775,Compte numéro 775,Passif
776,ACCT0776,Compte numéro 776,Actif
777,ACCT0777,Compte numéro 777,Actif
778,ACCT0778,Compte numéro 778,Produit
779,ACCT0779,Compte numéro 779,Actif
780,ACCT0780,Compte numéro 780,Produit
781,ACCT0781,Compte numéro 781,Actif
782,ACCT0782,Compte numéro 782,Charge
783,ACCT0783,Compte numéro 783,Passif
784,ACCT0784,Compte numéro 784,Actif
785,ACCT0785,Compte numéro 785,Actif
786,ACCT0786,Compte numéro 786,Actif
787,ACCT0787,Compte numéro 787,Actif
788,ACCT0788,Compte numéro 788,Passif
789,ACCT0789,Compte numéro 789,Charge
790,ACCT0790,Compte numéro 790,Charge
791,ACCT0791,Compte numéro 791,Actif
792,ACCT0792,Compte numéro 792,Charge
793,ACCT0793,Compte numéro 793,Charge
794,ACCT0794,Compte numéro 794,Actif
795,ACCT0795,Compte numéro 795,Charge
796,ACCT0796,Compte numéro 796,Produit
797,ACCT0797,Compte numéro 797,Produit
798,ACCT0798,Compte numéro 798,Produit
799,ACCT0799,Compte numéro 799,Passif
800,ACCT0800,Compte numéro 800,Passif
801,ACCT0801,Compte numéro 801,Produit
802,ACCT0802,Compte numéro 802,Passif
803,ACCT0803,Compte numéro 803,Charge
804,ACCT0804,Compte numéro 804,Passif
805,ACCT0805,Compte numéro 805,Passif
806,ACCT0806,Compte numéro 806,Passif
807,ACCT0807,Compte numéro 807,Produit
808,ACCT0808,Compte numéro 808,Passif
809,ACCT0809,Compte numéro 809,Produit
810,ACCT0810,Compte numéro 810,Actif
811,ACCT0811,Compte numéro 811,Actif
812,ACCT0812,Compte numéro 812,Charge
813,ACCT0813,Compte numéro 813,Charge
814,ACCT0814,Compte numéro 814,Actif
815,ACCT0815,Compte numéro 815,Actif
816,ACCT0816,Compte numéro 816,Actif
817,ACCT0817,Compte numéro 817,Produit
818,ACCT0818,Compte numéro 818,Actif
819,ACCT0819,Compte numéro 819,Produit
820,ACCT0820,Compte numéro 820,Produit
821,ACCT0821,Compte numéro 821,Produit
822,ACCT0822,Compte numéro 822,Produit
823,ACCT0823,Compte numéro 823,Passif
824,ACCT0824,Compte numéro 824,Produit
825,ACCT0825,Compte numéro 825,Passif
826,ACCT0826,Compte numéro 826,Actif
827,ACCT0827,Compte numéro 827,Produit
828,ACCT0828,Compte numéro 828,Passif
829,ACCT0829,Compte numéro 829,Passif
830,ACCT0830,Compte numéro 830,Actif
831,ACCT0831,Compte numéro 831,Actif
832,ACCT0832,Compte numéro 832,Passif
833,ACCT0833,Compte numéro 833,Actif
834,ACCT0834,Compte numéro 834,Produit
835,ACCT0835,Compte numéro 835,Produit
836,ACCT0836,Compte numéro 836,Charge
837,ACCT0837,Compte numéro 837,Charge
838,ACCT0838,Compte numéro 838,Charge
839,ACCT0839,Compte numéro 839,Produit
840,ACCT0840,Compte numéro 840,Charge
841,ACCT0841,Compte numéro 841,Actif
842,ACCT0842,Compte numéro 842,Actif
843,ACCT0843,Compte numéro 843,Charge
844,ACCT0844,Compte numéro 844,Produit
845,ACCT0845,Compte numéro 845,Actif
846,ACCT0846,Compte numéro 846,Charge
847,ACCT0847,Compte numéro 847,Produit
848,ACCT0848,Compte numéro 848,Passif
849,ACCT0849,Compte numéro 849,Charge
850,ACCT0850,Compte numéro 850,Charge
851,ACCT0851,Compte numéro 851,Actif
852,ACCT0852,Compte numéro 852,Actif
853,ACCT0853,Compte numéro 853,Actif
854,ACCT0854,Compte numéro 854,Passif
855,ACCT0855,Compte numéro 855,Charge
856,ACCT0856,Compte numéro 856,Produit
857,ACCT0857,Compte numéro 857,Passif
858,ACCT0858,Compte numéro 858,Charge
859,ACCT0859,Compte numéro 859,Charge
860,ACCT0860,Compte numéro 860,Produit
861,ACCT0861,Compte numéro 861,Charge
862,ACCT0862,Compte numéro 862,Produit
863,ACCT0863,Compte numéro 863,Produit
864,ACCT0864,Compte numéro 864,Produit
865,ACCT0865,Compte numéro 865,Passif
866,ACCT0866,Compte numéro 866,Passif
867,ACCT0867,Compte numéro 867,Passif
868,ACCT0868,Compte numéro 868,Produit
869,ACCT0869,Compte numéro 869,Charge
870,ACCT0870,Compte numéro 870,Actif
871,ACCT0871,Compte numéro 871,Passif
872,ACCT0872,Compte numéro 872,Actif
873,ACCT0873,Compte numéro 873,Charge
874,ACCT0874,Compte numéro 874,Actif
875,ACCT0875,Compte numéro 875,Actif
876,ACCT0876,Compte numéro 876,Produit
877,ACCT0877,Compte numéro 877,Charge
878,ACCT0878,Compte numéro 878,Actif
879,ACCT0879,Compte numéro 879,Actif
880,ACCT0880,Compte numéro 880,Actif
881,ACCT0881,Compte numéro 881,Actif
882,ACCT0882,Compte numéro 882,Actif
883,ACCT0883,Compte numéro 883,Actif
884,ACCT0884,Compte numéro 884,Charge
885,ACCT0885,Compte numéro 885,Passif
886,ACCT0886,Compte numéro 886,Actif
887,ACCT0887,Compte numéro 887,Actif
888,ACCT0888,Compte numéro 888,Actif
889,ACCT0889,Compte numéro 889,Passif
890,ACCT0890,Compte numéro 890,Passif
891,ACCT0891,Compte numéro 891,Produit
892,ACCT0892,Compte numéro 892,Produit
893,ACCT0893,Compte numéro 893,Actif
894,ACCT0894,Compte numéro 894,Produit
895,ACCT0895,Compte numéro 895,Produit
896,ACCT0896,Compte numéro 896,Charge
897,ACCT0897,Compte numéro 897,Charge
898,ACCT0898,Compte numéro 898,Charge
899,ACCT0899,Compte numéro 899,Charge
900,ACCT0900,Compte numéro 900,Produit
901,ACCT0901,Compte numéro 901,Charge
902,ACCT0902,Compte numéro 902,Actif
903,ACCT0903,Compte numéro 903,Passif
904,ACCT0904,Compte numéro 904,Charge
905,ACCT0905,Compte numéro 905,Passif
906,ACCT0906,Compte numéro 906,Passif
907,ACCT0907,Compte numéro 907,Produit
908,ACCT0908,Compte numéro 908,Passif
909,ACCT0909,Compte numéro 909,Charge
910,ACCT0910,Compte numéro 910,Passif
911,ACCT0911,Compte numéro 911,Actif
912,ACCT0912,Compte numéro 912,Passif
913,ACCT0913,Compte numéro 913,Actif
914,ACCT0914,Compte numéro 914,Passif
915,ACCT0915,Compte numéro 915,Charge
916,ACCT0916,Compte numéro 916,Actif
917,ACCT0917,Compte numéro 917,Actif
918,ACCT0918,Compte numéro 918,Charge
919,ACCT0919,Compte numéro 919,Actif
920,ACCT0920,Compte numéro 920,Actif
921,ACCT0921,Compte numéro 921,Charge
922,ACCT0922,Compte numéro 922,Passif
923,ACCT0923,Compte numéro 923,Produit
924,ACCT0924,Compte numéro 924,Passif
925,ACCT0925,Compte numéro 925,Actif
926,ACCT0926,Compte numéro 926,Actif
927,ACCT0927,Compte numéro 927,Passif
928,ACCT0928,Compte numéro 928,Passif
929,ACCT0929,Compte numéro 929,Actif
930,ACCT0930,Compte numéro 930,Passif
931,ACCT0931,Compte numéro 931,Charge
932,ACCT0932,Compte numéro 932,Charge
933,ACCT0933,Compte numéro 933,Produit
934,ACCT0934,Compte numéro 934,Actif
935,ACCT0935,Compte numéro 935,Produit
936,ACCT0936,Compte numéro 936,Charge
937,ACCT0937,Compte numéro 937,Charge
938,ACCT0938,Compte numéro 938,Passif
939,ACCT0939,Compte numéro 939,Passif
940,ACCT0940,Compte numéro 940,Produit
941,ACCT0941,Compte numéro 941,Actif
942,ACCT0942,Compte numéro 942,Actif
943,ACCT0943,Compte numéro 943,Produit
944,ACCT0944,Compte numéro 944,Produit
945,ACCT0945,Compte numéro 945,Actif
946,ACCT0946,Compte numéro 946,Charge
947,ACCT0947,Compte numéro 947,Produit
948,ACCT0948,Compte numéro 948,Charge
949,ACCT0949,Compte numéro 949,Actif
950,ACCT0950,Compte numéro 950,Actif
951,ACCT0951,Compte numéro 951,Actif
952,ACCT0952,Compte numéro 952,Passif
953,ACCT0953,Compte numéro 953,Passif
954,ACCT0954,Compte numéro 954,Actif
955,ACCT0955,Compte numéro 955,Passif
956,ACCT0956,Compte numéro 956,Passif
957,ACCT0957,Compte numéro 957,Charge
958,ACCT0958,Compte numéro 958,Actif
959,ACCT0959,Compte numéro 959,Passif
960,ACCT0960,Compte numéro 960,Charge
961,ACCT0961,Compte numéro 961,Passif
962,ACCT0962,Compte numéro 962,Actif
963,ACCT0963,Compte numéro 963,Passif
964,ACCT0964,Compte numéro 964,Passif
965,ACCT0965,Compte numéro 965,Produit
966,ACCT0966,Compte numéro 966,Passif
967,ACCT0967,Compte numéro 967,Passif
968,ACCT0968,Compte numéro 968,Charge
969,ACCT0969,Compte numéro 969,Produit
970,ACCT0970,Compte numéro 970,Charge
971,ACCT0971,Compte numéro 971,Actif
972,ACCT0972,Compte numéro 972,Passif
973,ACCT0973,Compte numéro 973,Actif
974,ACCT0974,Compte numéro 974,Actif
975,ACCT0975,Compte numéro 975,Actif
976,ACCT0976,Compte numéro 976,Charge
977,ACCT0977,Compte numéro 977,Charge
978,ACCT0978,Compte numéro 978,Passif
979,ACCT0979,Compte numéro 979,Passif
980,ACCT0980,Compte numéro 980,Actif
981,ACCT0981,Compte numéro 981,Actif
982,ACCT0982,Compte numéro 982,Passif
983,ACCT0983,Compte numéro 983,Produit
984,ACCT0984,Compte numéro 984,Produit
985,ACCT0985,Compte numéro 985,Produit
986,ACCT0986,Compte numéro 986,Charge
987,ACCT0987,Compte numéro 987,Charge
988,ACCT0988,Compte numéro 988,Produit
989,ACCT0989,Compte numéro 989,Passif
990,ACCT0990,Compte numéro 990,Actif
991,ACCT0991,Compte numéro 991,Actif
992,ACCT0992,Compte numéro 992,Produit
993,ACCT0993,Compte numéro 993,Produit
994,ACCT0994,Compte numéro 994,Produit
995,ACCT0995,Compte numéro 995,Produit
996,ACCT0996,Compte numéro 996,Passif
997,ACCT0997,Compte numéro 997,Actif
998,ACCT0998,Compte numéro 998,Produit
999,ACCT0999,Compte numéro 999,Actif
1000,ACCT1000,Compte numéro 1000,Charge
1001,ACCT1001,Compte numéro 1001,Actif
1002,ACCT1002,Compte numéro 1002,Actif
1003,ACCT1003,Compte numéro 1003,Actif
1004,ACCT1004,Compte numéro 1004,Charge
1005,ACCT1005,Compte numéro 1005,Produit
1006,ACCT1006,Compte numéro 1006,Charge
1007,ACCT1007,Compte numéro 1007,Passif
1008,ACCT1008,Compte numéro 1008,Charge
1009,ACCT1009,Compte numéro 1009,Produit
1010,ACCT1010,Compte numéro 1010,Produit
1011,ACCT1011,Compte numéro 1011,Produit
1012,ACCT1012,Compte numéro 1012,Produit
1013,ACCT1013,Compte numéro 1013,Charge
1014,ACCT1014,Compte numéro 1014,Passif
1015,ACCT1015,Compte numéro 1015,Charge
1016,ACCT1016,Compte numéro 1016,Actif
1017,ACCT1017,Compte numéro 1017,Passif
1018,ACCT1018,Compte numéro 1018,Passif
1019,ACCT1019,Compte numéro 1019,Actif
1020,ACCT1020,Compte numéro 1020,Produit
1021,ACCT1021,Compte numéro 1021,Charge
1022,ACCT1022,Compte numéro 1022,Actif
1023,ACCT1023,Compte numéro 1023,Actif
1024,ACCT1024,Compte numéro 1024,Passif
1025,ACCT1025,Compte numéro 1025,Produit
1026,ACCT1026,Compte numéro 1026,Produit
1027,ACCT1027,Compte numéro 1027,Produit
1028,ACCT1028,Compte numéro 1028,Passif
1029,ACCT1029,Compte numéro 1029,Produit
1030,ACCT1030,Compte numéro 1030,Charge
1031,ACCT1031,Compte numéro 1031,Passif
1032,ACCT1032,Compte numéro 1032,Passif
1033,ACCT1033,Compte numéro 1033,Charge
1034,ACCT1034,Compte numéro 1034,Produit
1035,ACCT1035,Compte numéro 1035,Charge
1036,ACCT1036,Compte numéro 1036,Passif
1037,ACCT1037,Compte numéro 1037,Passif
1038,ACCT1038,Compte numéro 1038,Charge
1039,ACCT1039,Compte numéro 1039,Actif
1040,ACCT1040,Compte numéro 1040,Produit
1041,ACCT1041,Compte numéro 1041,Actif
1042,ACCT1042,Compte numéro 1042,Produit
1043,ACCT1043,Compte numéro 1043,Produit
1044,ACCT1044,Compte numéro 1044,Produit
1045,ACCT1045,Compte numéro 1045,Charge
1046,ACCT1046,Compte numéro 1046,Actif
1047,ACCT1047,Compte numéro 1047,Charge
1048,ACCT1048,Compte numéro 1048,Charge
1049,ACCT1049,Compte numéro 1049,Produit
1050,ACCT1050,Compte numéro 1050,Passif
1051,ACCT1051,Compte numéro 1051,Charge
1052,ACCT1052,Compte numéro 1052,Produit
1053,ACCT1053,Compte numéro 1053,Passif
1054,ACCT1054,Compte numéro 1054,Passif
1055,ACCT1055,Compte numéro 1055,Produit
1056,ACCT1056,Compte numéro 1056,Charge
1057,ACCT1057,Compte numéro 1057,Actif
1058,ACCT1058,Compte numéro 1058,Passif
1059,ACCT1059,Compte numéro 1059,Passif
1060,ACCT1060,Compte numéro 1060,Produit
1061,ACCT1061,Compte numéro 1061,Produit
1062,ACCT1062,Compte numéro 1062,Charge
1063,ACCT1063,Compte numéro 1063,Actif
1064,ACCT1064,Compte numéro 1064,Passif
1065,ACCT1065,Compte numéro 1065,Actif
1066,ACCT1066,Compte numéro 1066,Produit
1067,ACCT1067,Compte numéro 1067,Actif
1068,ACCT1068,Compte numéro 1068,Actif
1069,ACCT1069,Compte numéro 1069,Passif
1070,ACCT1070,Compte numéro 1070,Actif
1071,ACCT1071,Compte numéro 1071,Charge
1072,ACCT1072,Compte numéro 1072,Produit
1073,ACCT1073,Compte numéro 1073,Actif
1074,ACCT1074,Compte numéro 1074,Charge
1075,ACCT1075,Compte numéro 1075,Actif
1076,ACCT1076,Compte numéro 1076,Charge
1077,ACCT1077,Compte numéro 1077,Actif
1078,ACCT1078,Compte numéro 1078,Produit
1079,ACCT1079,Compte numéro 1079,Passif
1080,ACCT1080,Compte numéro 1080,Passif
1081,ACCT1081,Compte numéro 1081,Charge
1082,ACCT1082,Compte numéro 1082,Charge
1083,ACCT1083,Compte numéro 1083,Charge
1084,ACCT1084,Compte numéro 1084,Passif
1085,ACCT1085,Compte numéro 1085,Produit
1086,ACCT1086,Compte numéro 1086,Produit
1087,ACCT1087,Compte numéro 1087,Passif
1088,ACCT1088,Compte numéro 1088,Passif
1089,ACCT1089,Compte numéro 1089,Charge
1090,ACCT1090,Compte numéro 1090,Actif
1091,ACCT1091,Compte numéro 1091,Passif
1092,ACCT1092,Compte numéro 1092,Actif
1093,ACCT1093,Compte numéro 1093,Charge
1094,ACCT1094,Compte numéro 1094,Actif
1095,ACCT1095,Compte numéro 1095,Produit
1096,ACCT1096,Compte numéro 1096,Actif
1097,ACCT1097,Compte numéro 1097,Passif
1098,ACCT1098,Compte numéro 1098,Actif
1099,ACCT1099,Compte numéro 1099,Charge
1100,ACCT1100,Compte numéro 1100,Charge
1101,ACCT1101,Compte numéro 1101,Charge
1102,ACCT1102,Compte numéro 1102,Charge
1103,ACCT1103,Compte numéro 1103,Produit
1104,ACCT1104,Compte numéro 1104,Passif
1105,ACCT1105,Compte numéro 1105,Produit
1106,ACCT1106,Compte numéro 1106,Charge
1107,ACCT1107,Compte numéro 1107,Passif
1108,ACCT1108,Compte numéro 1108,Charge
1109,ACCT1109,Compte numéro 1109,Charge
1110,ACCT1110,Compte numéro 1110,Charge
1111,ACCT1111,Compte numéro 1111,Passif
1112,ACCT1112,Compte numéro 1112,Passif
1113,ACCT1113,Compte numéro 1113,Actif
1114,ACCT1114,Compte numéro 1114,Charge
1115,ACCT1115,Compte numéro 1115,Produit
1116,ACCT1116,Compte numéro 1116,Passif
1117,ACCT1117,Compte numéro 1117,Produit
1118,ACCT1118,Compte numéro 1118,Passif
1119,ACCT1119,Compte numéro 1119,Produit
1120,ACCT1120,Compte numéro 1120,Actif
1121,ACCT1121,Compte numéro 1121,Actif
1122,ACCT1122,Compte numéro 1122,Produit
1123,ACCT1123,Compte numéro 1123,Produit
